000001,Australia and Oceania       ,Office Supplies,Online ,H,20160306,517073523,0303126.25
005456,Sub-Saharan Africa          ,Clothes        ,Offline,L,20130812,839192235,0329451.84
005457,Asia                        ,Cosmetics      ,Online ,M,20130628,583794867,1169971.25
005458,Europe                      ,Cereal         ,Online ,L,20120619,345494973,0752572.06
005459,Europe                      ,Meat           ,Offline,L,20161015,796216380,0398970.00
005460,Asia                        ,Snacks         ,Offline,M,20121028,428195416,0076865.16
005461,Europe                      ,Clothes        ,Offline,H,20150307,503980910,0587960.63
005462,Sub-Saharan Africa          ,Household      ,Online ,C,20180728,106434190,0844725.81
005463,Europe                      ,Cereal         ,Offline,M,20131118,188729083,0707391.13
005464,Asia                        ,Vegetables     ,Offline,H,20141117,424351918,0253593.20
005465,Asia                        ,Household      ,Online ,H,20100206,557101523,1255570.50
005466,Sub-Saharan Africa          ,Cosmetics      ,Online ,M,20101224,851089227,0881520.88
005467,Europe                      ,Cosmetics      ,Offline,M,20140528,740738856,1728789.38
005468,Sub-Saharan Africa          ,Office Supplies,Online ,M,20181010,180786740,0968211.25
005469,Sub-Saharan Africa          ,Cosmetics      ,Online ,M,20180824,996281707,0130576.37
005470,Sub-Saharan Africa          ,Baby Food      ,Offline,H,20100126,132585084,0357366.09
005471,Europe                      ,Beverages      ,Offline,L,20170508,905370700,0127848.24
005472,Middle East and North Africa,Meat           ,Online ,L,20121024,850624883,0438152.00
005473,Sub-Saharan Africa          ,Office Supplies,Offline,H,20180602,274646461,0359307.50
005474,Central America and the Cari,Fruits         ,Online ,H,20141106,904046761,0015380.62
005475,Middle East and North Africa,Personal Care  ,Offline,M,20110111,935749614,0199477.59
005476,Middle East and North Africa,Personal Care  ,Online ,M,20170520,886991345,0233183.30
005477,Central America and the Cari,Clothes        ,Online ,H,20190211,445320785,0673518.25
005478,Europe                      ,Fruits         ,Online ,M,20130812,718599259,0020111.45
005479,Central America and the Cari,Vegetables     ,Online ,L,20151026,185000598,0293112.59
005480,Europe                      ,Baby Food      ,Offline,C,20100203,543011128,0758731.88
005481,Central America and the Cari,Vegetables     ,Offline,L,20190924,861429679,0318175.19
005482,Europe                      ,Cosmetics      ,Offline,C,20160121,729367578,0857005.25
005483,Sub-Saharan Africa          ,Meat           ,Online ,H,20200111,706248652,0201687.20
005484,Europe                      ,Beverages      ,Offline,M,20110429,971809232,0137839.31
005485,Asia                        ,Vegetables     ,Offline,M,20190406,876098144,0363881.31
005486,Europe                      ,Cosmetics      ,Offline,L,20100625,289476716,0251763.77
005487,Middle East and North Africa,Cosmetics      ,Online ,H,20111216,952618777,1724790.38
005488,Asia                        ,Personal Care  ,Online ,L,20200130,626510655,0182436.80
005489,Central America and the Cari,Baby Food      ,Online ,C,20160914,742451179,0638140.00
005490,Europe                      ,Meat           ,Online ,C,20170410,552051675,0183783.59
005491,Europe                      ,Personal Care  ,Offline,L,20111229,277235972,0229048.41
005492,Europe                      ,Cosmetics      ,Online ,C,20131219,660240399,1505888.13
005493,North America               ,Meat           ,Offline,L,20110123,713613784,0173430.41
005494,Asia                        ,Office Supplies,Offline,M,20140116,870217454,0699172.50
005495,Central America and the Cari,Baby Food      ,Online ,L,20190218,733225238,0622802.44
005496,Europe                      ,Baby Food      ,Offline,C,20130514,426123464,0791516.00
005497,Middle East and North Africa,Cosmetics      ,Offline,H,20120108,142710959,0034600.13
005498,Sub-Saharan Africa          ,Cosmetics      ,Online ,L,20100625,597099053,0649230.56
005499,Europe                      ,Household      ,Offline,M,20101227,773711574,1210326.25
005500,Central America and the Cari,Cosmetics      ,Offline,C,20170414,177284848,0240114.47
005501,Asia                        ,Cosmetics      ,Offline,H,20180731,182867705,0603850.50
005502,Australia and Oceania       ,Beverages      ,Offline,H,20160411,885821473,0048765.24
005503,Sub-Saharan Africa          ,Snacks         ,Offline,M,20180820,651819980,0378922.09
005504,Europe                      ,Baby Food      ,Offline,C,20140107,166849553,0320651.69
005505,Europe                      ,Household      ,Offline,C,20190116,187209022,1353185.50
005506,Sub-Saharan Africa          ,Snacks         ,Offline,C,20190928,189509713,0495708.59
005507,Sub-Saharan Africa          ,Personal Care  ,Online ,M,20190907,620675456,0012905.90
005508,Europe                      ,Personal Care  ,Online ,C,20130406,647942578,0237117.72
005509,Australia and Oceania       ,Baby Food      ,Online ,H,20120529,408859908,0919009.81
005510,Asia                        ,Fruits         ,Online ,M,20191111,561288774,0016089.16
005511,Europe                      ,Cosmetics      ,Offline,C,20130217,933403003,0616543.00
005512,Sub-Saharan Africa          ,Vegetables     ,Offline,C,20140105,973688924,0318490.84
005513,Sub-Saharan Africa          ,Fruits         ,Online ,H,20190122,200945365,0007360.14
005514,Australia and Oceania       ,Fruits         ,Online ,L,20150823,454283654,0003574.03
005515,Middle East and North Africa,Beverages      ,Online ,C,20190515,943127620,0019982.16
005516,Sub-Saharan Africa          ,Fruits         ,Offline,H,20150408,497213590,0013026.05
005517,Central America and the Cari,Clothes        ,Offline,L,20160809,716590392,0284653.44
005518,Sub-Saharan Africa          ,Cosmetics      ,Online ,H,20161008,121619355,1517015.75
005519,Europe                      ,Beverages      ,Online ,C,20151230,902974307,0141221.88
005520,Middle East and North Africa,Clothes        ,Offline,H,20160108,371641576,0430064.63
005521,Europe                      ,Personal Care  ,Offline,H,20140928,408919990,0184617.02
005522,Asia                        ,Fruits         ,Online ,M,20110722,716420876,0008948.33
005523,Central America and the Cari,Meat           ,Offline,M,20120917,166068065,0119319.20
005524,Europe                      ,Beverages      ,Online ,L,20150411,850097882,0026762.94
005525,Asia                        ,Cereal         ,Online ,H,20120616,431059157,0783047.00
005526,Middle East and North Africa,Personal Care  ,Offline,M,20200517,691813218,0044105.60
005527,Asia                        ,Clothes        ,Online ,C,20190316,785533893,0425217.59
005528,Europe                      ,Baby Food      ,Offline,C,20120110,385707509,0793529.06
005529,Central America and the Cari,Meat           ,Online ,H,20190616,136132895,0206148.80
005530,Sub-Saharan Africa          ,Office Supplies,Online ,C,20100224,300921380,1032472.50
005531,Europe                      ,Cereal         ,Online ,H,20130131,314496791,0482283.97
005532,Asia                        ,Cosmetics      ,Offline,L,20151218,131595456,0152136.25
005533,Central America and the Cari,Baby Food      ,Offline,C,20130503,677266204,0668623.50
005534,Sub-Saharan Africa          ,Cereal         ,Online ,H,20111216,696870362,0733613.81
005535,Sub-Saharan Africa          ,Meat           ,Offline,H,20140926,806081759,0363792.00
005536,Europe                      ,Clothes        ,Online ,L,20150523,340886723,0353393.28
005537,Europe                      ,Household      ,Online ,L,20140628,507584083,0706838.44
005538,Australia and Oceania       ,Household      ,Online ,H,20140207,332785165,1223087.38
005539,Sub-Saharan Africa          ,Vegetables     ,Online ,H,20120619,713413798,0243113.63
005540,Middle East and North Africa,Baby Food      ,Online ,L,20200101,366706311,0517739.88
005541,Central America and the Cari,Baby Food      ,Offline,H,20110320,780211532,0075250.10
005542,Central America and the Cari,Meat           ,Online ,H,20150801,361790788,0045130.80
005543,Central America and the Cari,Snacks         ,Offline,C,20151218,289617908,0178102.20
005544,Sub-Saharan Africa          ,Beverages      ,Offline,H,20180205,462179219,0124590.96
005545,Europe                      ,Baby Food      ,Offline,M,20130317,848273551,0177245.14
005546,Middle East and North Africa,Household      ,Offline,L,20150524,137012231,0632922.88
005547,Sub-Saharan Africa          ,Cosmetics      ,Online ,L,20130712,687819087,1705317.00
005548,Middle East and North Africa,Beverages      ,Offline,C,20190517,880430448,0121975.74
005549,Middle East and North Africa,Beverages      ,Offline,C,20190619,964895141,0043362.54
005550,Asia                        ,Personal Care  ,Online ,H,20120714,811574494,0044681.98
005551,Sub-Saharan Africa          ,Meat           ,Online ,M,20141109,361142337,0508965.59
005552,Middle East and North Africa,Cosmetics      ,Online ,H,20120217,974584996,0037034.31
005553,Central America and the Cari,Baby Food      ,Offline,H,20180416,483201301,0849127.88
005554,North America               ,Fruits         ,Online ,M,20160911,838602578,0024083.13
005555,Asia                        ,Cosmetics      ,Online ,H,20181211,462712657,1010706.31
005556,Asia                        ,Snacks         ,Online ,L,20161001,997767865,0029720.46
005557,Sub-Saharan Africa          ,Meat           ,Offline,L,20190516,556317031,0310424.41
005558,Middle East and North Africa,Baby Food      ,Online ,L,20160306,471221482,0360721.19
005559,Sub-Saharan Africa          ,Vegetables     ,Online ,C,20140204,345655047,0370257.44
005560,Europe                      ,Fruits         ,Online ,M,20101106,303104054,0009832.80
005561,Middle East and North Africa,Personal Care  ,Offline,C,20110106,537367331,0195217.41
005562,Europe                      ,Baby Food      ,Online ,L,20200905,862556207,0805607.44
005563,Sub-Saharan Africa          ,Cosmetics      ,Online ,C,20100101,263094508,0759116.44
005564,Middle East and North Africa,Meat           ,Offline,C,20141022,943718564,0351722.81
005565,Europe                      ,Personal Care  ,Offline,M,20130809,679477202,0031550.54
005566,Europe                      ,Personal Care  ,Offline,L,20180702,465731751,0231303.80
005567,Sub-Saharan Africa          ,Baby Food      ,Offline,L,20160509,468156039,0635551.81
005568,Europe                      ,Beverages      ,Online ,L,20161205,472736394,0032243.94
005569,Sub-Saharan Africa          ,Meat           ,Online ,H,20150613,335771644,0065551.20
005570,Sub-Saharan Africa          ,Snacks         ,Offline,C,20190430,433873116,0085577.28
005571,Sub-Saharan Africa          ,Beverages      ,Online ,L,20101005,313964641,0124794.54
005572,Sub-Saharan Africa          ,Personal Care  ,Online ,C,20160319,943282544,0178452.27
005573,Europe                      ,Clothes        ,Offline,C,20150716,659375655,0202988.16
005574,Australia and Oceania       ,Cereal         ,Offline,C,20110622,120105302,0060506.97
005575,Asia                        ,Fruits         ,Offline,C,20130811,953645312,0008904.95
005576,Europe                      ,Snacks         ,Online ,L,20110829,808482015,0366625.88
005577,Middle East and North Africa,Meat           ,Offline,L,20121115,103414237,0081567.20
005578,Middle East and North Africa,Office Supplies,Offline,C,20150425,677553308,0244293.75
005579,Sub-Saharan Africa          ,Cosmetics      ,Online ,M,20130315,840323054,1585694.38
005580,Europe                      ,Beverages      ,Offline,H,20121214,321459805,0093255.30
005581,Middle East and North Africa,Beverages      ,Online ,C,20170222,721012389,0038257.38
005582,Australia and Oceania       ,Cosmetics      ,Online ,H,20190228,559342133,0108147.14
005583,Central America and the Cari,Beverages      ,Online ,C,20190326,227122867,0149678.28
005584,Sub-Saharan Africa          ,Beverages      ,Online ,H,20190205,635340917,0005496.66
005585,Sub-Saharan Africa          ,Fruits         ,Offline,H,20160828,965295112,0002720.89
005586,Sub-Saharan Africa          ,Meat           ,Online ,L,20110424,918596780,0117546.00
005587,Sub-Saharan Africa          ,Household      ,Online ,L,20191231,267169749,0053199.33
005588,Central America and the Cari,Cosmetics      ,Online ,C,20180524,203250348,0895430.50
005589,Sub-Saharan Africa          ,Clothes        ,Offline,L,20100530,189387404,0205338.23
005590,Sub-Saharan Africa          ,Household      ,Online ,H,20120225,208442246,0256550.05
005591,Australia and Oceania       ,Household      ,Offline,C,20140702,313588702,1113705.63
005592,Australia and Oceania       ,Snacks         ,Online ,H,20200713,178313100,0312312.97
005593,Middle East and North Africa,Personal Care  ,Online ,L,20181013,446414268,0069090.42
005594,Sub-Saharan Africa          ,Beverages      ,Offline,L,20200906,482003533,0069091.92
005595,Europe                      ,Cosmetics      ,Offline,H,20120607,619504725,0707650.88
005596,Middle East and North Africa,Cereal         ,Online ,H,20131026,813654172,0638379.56
005597,Europe                      ,Beverages      ,Offline,C,20190523,189500701,0099018.18
005598,Sub-Saharan Africa          ,Vegetables     ,Online ,L,20140707,192405641,0376254.81
005599,Middle East and North Africa,Fruits         ,Offline,C,20121016,538042819,0018513.62
005600,Sub-Saharan Africa          ,Fruits         ,Offline,C,20180820,562398564,0012262.08
005601,Middle East and North Africa,Cosmetics      ,Offline,M,20110324,571771705,1531447.00
005602,Europe                      ,Vegetables     ,Online ,L,20140110,492773568,0094947.52
005603,Middle East and North Africa,Vegetables     ,Online ,H,20140728,322327983,0181056.84
005604,Europe                      ,Meat           ,Online ,M,20120805,577671277,0264435.59
005605,Central America and the Cari,Vegetables     ,Online ,M,20140905,946352279,0348730.13
005606,Australia and Oceania       ,Beverages      ,Online ,H,20180322,736232316,0099566.28
005607,Sub-Saharan Africa          ,Meat           ,Online ,L,20161009,225485217,0282625.19
005608,Australia and Oceania       ,Cereal         ,Offline,L,20160130,212597310,0099486.57
005609,Middle East and North Africa,Snacks         ,Online ,C,20180119,666367423,0098314.62
005610,Australia and Oceania       ,Office Supplies,Offline,L,20150527,275906884,0736416.25
005611,Asia                        ,Baby Food      ,Online ,L,20180523,500639522,0883349.88
005612,Asia                        ,Cosmetics      ,Offline,L,20170525,620301663,1721660.75
005613,Europe                      ,Household      ,Online ,L,20200504,884942138,0480451.28
005614,Sub-Saharan Africa          ,Cereal         ,Offline,L,20150404,264922273,0464388.78
005615,Central America and the Cari,Cereal         ,Online ,H,20180604,500915896,0088590.00
005616,Europe                      ,Baby Food      ,Offline,L,20150717,253909337,0601042.19
005617,Europe                      ,Fruits         ,Online ,C,20200716,955201423,0010081.03
005618,Sub-Saharan Africa          ,Cosmetics      ,Online ,H,20161014,956403481,1720965.25
005619,Australia and Oceania       ,Beverages      ,Offline,H,20151114,479439342,0087852.60
005620,Australia and Oceania       ,Clothes        ,Offline,L,20200315,266545331,0407004.47
005621,Asia                        ,Household      ,Online ,L,20170827,230270278,0156946.31
005622,Europe                      ,Clothes        ,Online ,C,20181226,803475511,0375498.72
005623,Europe                      ,Snacks         ,Offline,M,20200603,689334857,0460860.13
005624,Europe                      ,Household      ,Offline,H,20190909,911334645,0501830.44
005625,Europe                      ,Fruits         ,Offline,H,20100904,763273704,0020497.05
005626,Sub-Saharan Africa          ,Cereal         ,Online ,H,20100228,959263360,0549258.00
005627,Asia                        ,Snacks         ,Online ,L,20200518,483727443,0251162.70
005628,Australia and Oceania       ,Baby Food      ,Online ,C,20121230,641402280,0387561.97
005629,Sub-Saharan Africa          ,Cosmetics      ,Offline,H,20191229,107336699,0377124.03
005630,Sub-Saharan Africa          ,Office Supplies,Online ,L,20100911,776892030,1069463.75
005631,Sub-Saharan Africa          ,Vegetables     ,Offline,H,20140928,115742099,0600618.81
005632,Middle East and North Africa,Baby Food      ,Offline,L,20200704,609873235,0373662.28
005633,Australia and Oceania       ,Personal Care  ,Online ,L,20120709,315584266,0181735.13
005634,Sub-Saharan Africa          ,Baby Food      ,Online ,C,20190803,509486520,0693834.69
005635,Sub-Saharan Africa          ,Meat           ,Online ,M,20130315,738503825,0488945.59
005636,Europe                      ,Clothes        ,Offline,H,20191101,169872510,0580543.19
005637,Asia                        ,Clothes        ,Offline,C,20190503,741141402,0665807.06
005638,Sub-Saharan Africa          ,Cereal         ,Offline,L,20140612,410171830,0692242.25
005639,Sub-Saharan Africa          ,Meat           ,Offline,M,20141003,805137622,0398626.81
005640,Middle East and North Africa,Personal Care  ,Offline,C,20200901,474525105,0034557.74
005641,Europe                      ,Beverages      ,Online ,L,20180118,737133109,0045774.18
005642,Europe                      ,Clothes        ,Offline,L,20150828,732072961,0404801.28
005643,Europe                      ,Household      ,Offline,C,20180526,568768489,0014915.70
005644,Sub-Saharan Africa          ,Clothes        ,Online ,L,20110424,876956021,0707153.75
005645,Sub-Saharan Africa          ,Fruits         ,Online ,H,20180509,556684386,0009967.76
005646,Middle East and North Africa,Vegetables     ,Offline,L,20110710,828314912,0356305.72
005647,Sub-Saharan Africa          ,Cereal         ,Offline,H,20120609,282521426,0285525.56
005648,Central America and the Cari,Vegetables     ,Offline,L,20120224,730290257,0503209.22
005649,Europe                      ,Cereal         ,Online ,M,20190331,452920234,0710226.00
005650,Europe                      ,Baby Food      ,Offline,C,20110926,952022683,0337714.78
005651,Middle East and North Africa,Baby Food      ,Offline,H,20170404,199521434,0161140.66
005652,Asia                        ,Personal Care  ,Online ,M,20110627,287652814,0042977.90
005653,Central America and the Cari,Meat           ,Online ,L,20190921,678965651,0565078.81
005654,Europe                      ,Baby Food      ,Online ,H,20150417,456321275,0427631.47
005655,Sub-Saharan Africa          ,Clothes        ,Offline,H,20100620,572893512,0056989.44
005656,Europe                      ,Snacks         ,Online ,L,20190106,702168691,0340434.38
005657,Sub-Saharan Africa          ,Clothes        ,Offline,M,20181012,587945640,0369770.41
005658,Sub-Saharan Africa          ,Meat           ,Offline,L,20100701,494335687,0215644.00
005659,Middle East and North Africa,Office Supplies,Offline,L,20120613,755762660,0734901.25
005660,Europe                      ,Fruits         ,Offline,C,20120504,426962888,0016053.01
005661,Europe                      ,Cosmetics      ,Online ,H,20150602,432985198,1529534.38
005662,Sub-Saharan Africa          ,Snacks         ,Online ,H,20170926,419190919,0372911.81
005663,Sub-Saharan Africa          ,Fruits         ,Offline,H,20110707,101253879,0005128.48
005664,Europe                      ,Baby Food      ,Offline,L,20111108,615160405,0813755.56
005665,Australia and Oceania       ,Clothes        ,Offline,L,20190430,467209327,0475670.88
005666,Sub-Saharan Africa          ,Cereal         ,Offline,M,20140814,484011971,0775428.25
005667,Sub-Saharan Africa          ,Meat           ,Offline,M,20170506,662492167,0286514.81
005668,Europe                      ,Vegetables     ,Offline,M,20160719,619886243,0439952.97
005669,Sub-Saharan Africa          ,Beverages      ,Offline,H,20181024,943743026,0053056.08
005670,Europe                      ,Meat           ,Online ,M,20101101,941923844,0288974.41
005671,Sub-Saharan Africa          ,Vegetables     ,Offline,L,20180402,892602527,0617285.13
005672,Middle East and North Africa,Office Supplies,Online ,M,20140924,694265401,0936143.75
005673,Asia                        ,Snacks         ,Online ,M,20121113,315711295,0267043.03
005674,Sub-Saharan Africa          ,Office Supplies,Offline,H,20160129,246051537,0122841.25
005675,Europe                      ,Cereal         ,Online ,C,20130324,144709956,0154766.73
005676,Middle East and North Africa,Personal Care  ,Offline,C,20160202,191422879,0128783.34
005677,Central America and the Cari,Household      ,Online ,L,20110310,636239135,1019736.69
005678,Central America and the Cari,Snacks         ,Online ,L,20180825,449520051,0100740.78
005679,Europe                      ,Snacks         ,Online ,H,20111220,471939456,0343356.78
005680,Central America and the Cari,Beverages      ,Offline,L,20190815,264483678,0085393.98
005681,North America               ,Household      ,Offline,C,20121007,358451545,0436367.09
005682,Australia and Oceania       ,Fruits         ,Online ,H,20170718,905454385,0007058.89
005683,Sub-Saharan Africa          ,Beverages      ,Offline,H,20130619,327416026,0133626.78
005684,Sub-Saharan Africa          ,Snacks         ,Online ,C,20130819,266572797,0202308.66
005685,Europe                      ,Cereal         ,Online ,H,20160809,635473525,0849843.88
005686,Europe                      ,Personal Care  ,Online ,M,20111007,966979539,0240300.34
005687,Sub-Saharan Africa          ,Office Supplies,Offline,M,20160920,864264667,0501970.00
005688,Europe                      ,Vegetables     ,Offline,M,20180704,450815236,0322026.13
005689,Europe                      ,Cereal         ,Online ,L,20110103,820430076,0207832.14
005690,Europe                      ,Vegetables     ,Offline,C,20110101,887220513,0449548.72
005691,Central America and the Cari,Clothes        ,Online ,L,20100114,535610377,0577825.94
005692,Sub-Saharan Africa          ,Clothes        ,Online ,M,20111108,170335996,0371679.84
005693,Europe                      ,Beverages      ,Online ,C,20160510,266446197,0097170.30
005694,Europe                      ,Meat           ,Offline,H,20140402,919302308,0047876.40
005695,Australia and Oceania       ,Beverages      ,Online ,C,20131019,494578158,0086490.18
005696,Middle East and North Africa,Fruits         ,Offline,C,20140122,578260076,0021355.01
005697,Middle East and North Africa,Clothes        ,Online ,M,20100405,126646888,0476111.53
005698,Sub-Saharan Africa          ,Office Supplies,Offline,H,20200706,416349923,0763686.25
005699,Asia                        ,Fruits         ,Offline,M,20160423,994293010,0005427.32
005700,Middle East and North Africa,Cereal         ,Offline,C,20130606,127712476,0160702.27
005701,Central America and the Cari,Beverages      ,Online ,H,20130208,654157149,0132984.72
005702,Sub-Saharan Africa          ,Fruits         ,Offline,M,20180131,531488358,0019451.11
005703,Europe                      ,Baby Food      ,Online ,C,20160726,487879931,0322856.47
005704,Asia                        ,Meat           ,Online ,M,20190826,871818196,0528127.63
005705,Australia and Oceania       ,Meat           ,Online ,C,20130314,302101981,0431516.81
005706,Sub-Saharan Africa          ,Vegetables     ,Online ,C,20160830,617842614,0139769.81
005707,Europe                      ,Vegetables     ,Offline,C,20130727,128463923,0264199.06
005708,Europe                      ,Clothes        ,Online ,M,20100503,363702237,0472145.75
005709,Central America and the Cari,Snacks         ,Online ,C,20200324,223606383,0493668.41
005710,Central America and the Cari,Household      ,Offline,H,20150331,928537690,0628448.19
005711,Middle East and North Africa,Office Supplies,Offline,C,20170103,169169986,0001641.25
005712,Europe                      ,Beverages      ,Online ,H,20160725,656489598,0136492.56
005713,Australia and Oceania       ,Cereal         ,Online ,H,20111022,671795356,0711289.13
005714,Middle East and North Africa,Household      ,Offline,L,20121029,816698586,1344899.00
005715,Central America and the Cari,Personal Care  ,Online ,H,20150310,863123118,0154519.95
005716,Europe                      ,Fruits         ,Online ,M,20151211,203305280,0003386.05
005717,Europe                      ,Office Supplies,Online ,L,20190103,999793899,0010983.75
005718,Middle East and North Africa,Meat           ,Offline,M,20190206,535450303,0028485.60
005719,Sub-Saharan Africa          ,Baby Food      ,Offline,L,20171017,663448321,0762662.19
005720,Middle East and North Africa,Cereal         ,Offline,M,20180301,157274281,0869067.88
005721,Europe                      ,Cosmetics      ,Online ,M,20190612,560727012,0076155.06
005722,Australia and Oceania       ,Vegetables     ,Online ,H,20110904,337917840,0394751.88
005723,Europe                      ,Snacks         ,Offline,M,20130219,723270595,0038377.44
005724,Sub-Saharan Africa          ,Meat           ,Offline,H,20110714,771521604,0528642.38
005725,Europe                      ,Meat           ,Online ,L,20120211,507719695,0251394.00
005726,Sub-Saharan Africa          ,Meat           ,Online ,H,20101208,477226197,0039582.40
005727,Europe                      ,Office Supplies,Online ,L,20101126,395714938,1224498.75
005728,Sub-Saharan Africa          ,Snacks         ,Online ,M,20160608,499172246,0276527.09
005729,Sub-Saharan Africa          ,Personal Care  ,Online ,H,20170527,193896949,0182211.27
005730,Europe                      ,Cereal         ,Online ,M,20151117,306500375,0808560.94
005731,Europe                      ,Snacks         ,Offline,H,20100204,833906352,0015218.64
005732,Sub-Saharan Africa          ,Fruits         ,Online ,L,20100624,493351209,0005882.81
005733,Sub-Saharan Africa          ,Household      ,Online ,C,20121201,772383773,0725400.19
005734,Sub-Saharan Africa          ,Vegetables     ,Offline,C,20141023,978865373,0433766.22
005735,Asia                        ,Office Supplies,Offline,H,20200526,490969836,0977175.00
005736,Sub-Saharan Africa          ,Beverages      ,Offline,L,20140117,107183492,0106989.12
005737,Asia                        ,Baby Food      ,Online ,H,20190117,696305167,0098448.22
005738,Sub-Saharan Africa          ,Meat           ,Online ,C,20170602,947446191,0528356.38
005739,Central America and the Cari,Vegetables     ,Online ,M,20190606,520030391,0467414.53
005740,Middle East and North Africa,Cosmetics      ,Offline,M,20150613,493794095,0608718.88
005741,Sub-Saharan Africa          ,Snacks         ,Offline,C,20130525,218786132,0139669.63
005742,Europe                      ,Snacks         ,Online ,C,20120105,465367829,0084750.18
005743,Europe                      ,Snacks         ,Online ,M,20161114,274213016,0252541.20
005744,Sub-Saharan Africa          ,Cereal         ,Online ,C,20130903,106308019,0687458.38
005745,Central America and the Cari,Fruits         ,Online ,H,20160510,492951667,0010141.28
005746,Europe                      ,Meat           ,Online ,L,20181221,685755288,0519604.81
005747,Sub-Saharan Africa          ,Cereal         ,Online ,L,20110923,906642711,0405830.78
005748,Sub-Saharan Africa          ,Cereal         ,Offline,M,20180603,997850263,0436039.97
005749,Sub-Saharan Africa          ,Household      ,Online ,C,20160324,871926772,0225889.98
005750,Sub-Saharan Africa          ,Clothes        ,Online ,M,20151128,961733567,0527960.19
005751,Middle East and North Africa,Vegetables     ,Online ,L,20130908,870444476,0171650.47
005752,Central America and the Cari,Cosmetics      ,Online ,C,20171228,721545827,0051987.13
005753,Sub-Saharan Africa          ,Cereal         ,Online ,H,20120103,708836448,0824950.06
005754,Middle East and North Africa,Clothes        ,Online ,C,20120706,646427667,0085631.04
005755,Middle East and North Africa,Clothes        ,Online ,C,20110121,418743312,0316232.63
005756,Central America and the Cari,Personal Care  ,Online ,H,20110519,430519711,0230677.30
005757,Sub-Saharan Africa          ,Snacks         ,Offline,H,20130521,256805694,0185601.23
005758,Asia                        ,Clothes        ,Online ,L,20180624,892962586,0464728.31
005759,Asia                        ,Household      ,Offline,H,20130710,704664218,0771638.88
005760,Middle East and North Africa,Clothes        ,Offline,M,20181223,377896916,0510408.00
005761,Central America and the Cari,Cosmetics      ,Online ,L,20190513,668959510,1537010.75
005762,Sub-Saharan Africa          ,Baby Food      ,Online ,C,20110531,154463326,0765537.94
005763,Middle East and North Africa,Fruits         ,Online ,L,20200201,181332194,0021885.21
005764,Sub-Saharan Africa          ,Household      ,Offline,C,20180521,816802442,1466379.00
005765,Europe                      ,Fruits         ,Online ,L,20180330,398422896,0002516.04
005766,Sub-Saharan Africa          ,Household      ,Offline,C,20110914,484054887,0240805.69
005767,Asia                        ,Household      ,Offline,C,20190119,901872241,0479456.88
005768,Asia                        ,Household      ,Offline,H,20190421,200361287,0035134.76
005769,Europe                      ,Vegetables     ,Online ,M,20190918,598320853,0334020.84
005770,Europe                      ,Baby Food      ,Offline,H,20180505,334862267,0195650.27
005771,Asia                        ,Cosmetics      ,Online ,C,20200208,419409358,0244113.48
005772,Australia and Oceania       ,Beverages      ,Offline,L,20100111,581698453,0099503.64
005773,Europe                      ,Personal Care  ,Online ,C,20120130,621778380,0172788.70
005774,Asia                        ,Fruits         ,Online ,H,20190822,860010468,0012204.24
005775,Central America and the Cari,Baby Food      ,Online ,L,20110722,787068545,0951698.06
005776,Asia                        ,Household      ,Offline,H,20101214,413938939,0428577.78
005777,Central America and the Cari,Fruits         ,Offline,H,20150923,721920478,0002812.47
005778,Asia                        ,Personal Care  ,Offline,L,20140803,512624490,0146174.98
005779,Asia                        ,Vegetables     ,Online ,H,20131013,457974803,0238378.88
005780,Australia and Oceania       ,Cereal         ,Offline,L,20100516,850207746,0373849.81
005781,Europe                      ,Personal Care  ,Offline,H,20181217,251872146,0085705.20
005782,Asia                        ,Cosmetics      ,Offline,C,20121118,445829331,1679758.13
005783,Sub-Saharan Africa          ,Office Supplies,Online ,M,20150205,585253131,1043077.50
005784,Sub-Saharan Africa          ,Meat           ,Online ,L,20171225,343629872,0375804.00
005785,Middle East and North Africa,Clothes        ,Online ,C,20100131,364758384,0658463.06
005786,Middle East and North Africa,Office Supplies,Online ,C,20130709,912749993,0234951.25
005787,Europe                      ,Meat           ,Offline,M,20140628,522028529,0497468.41
005788,Middle East and North Africa,Baby Food      ,Online ,L,20110525,947330319,0474315.28
005789,Europe                      ,Cereal         ,Online ,M,20200304,413704192,0276312.22
005790,Asia                        ,Vegetables     ,Online ,M,20150630,366511476,0488941.84
005791,Asia                        ,Clothes        ,Online ,M,20101218,521425998,0029008.80
005792,Europe                      ,Beverages      ,Offline,C,20101228,214434087,0073069.56
005793,Central America and the Cari,Personal Care  ,Online ,C,20160223,651834571,0029821.40
005794,Asia                        ,Fruits         ,Offline,C,20171022,860238778,0006328.66
005795,Middle East and North Africa,Office Supplies,Online ,H,20140316,836570537,1094208.75
005796,Australia and Oceania       ,Office Supplies,Offline,H,20151008,198066174,0130921.25
005797,Asia                        ,Household      ,Offline,H,20180521,432274520,1407213.38
005798,Europe                      ,Vegetables     ,Offline,C,20190615,847056901,0114580.95
005799,Europe                      ,Household      ,Offline,L,20120709,820587146,1462898.75
005800,Asia                        ,Household      ,Offline,H,20140112,251351583,1553553.00
005801,Asia                        ,Office Supplies,Online ,M,20150314,908149039,0042546.25
005802,Sub-Saharan Africa          ,Snacks         ,Online ,C,20190607,580090844,0034572.78
005803,Australia and Oceania       ,Clothes        ,Online ,M,20150808,726600825,0454299.84
